_id,ProductId,Name,Inventory,Image,Link,Type,Availability,Condition, Location,Company,Notes,Cognitive-age,sound-off,sound-loud,Moves,lights-off,lights-bright,av-alt,input-small,input-difficult,touch-input,textured,switch-acc,eye-acc,accessible by voice interface?,buyable,buy-link,borrowable,borrow-loc,makable,make-link,ImgurLink
5ec2e108cac0241e5c1d257a,124,High Output Bubble Machine ,LL-TY1105,https://drive.google.com/open?id=1DNLrzwYMR_X3WMAEthwosWi6KAqJX0iK,https://docs.google.com/document/d/1tLpgRU070d2iSG7Oyz1GrPMcyqFDzj20Hqsewww419o/edit?usp=sharing,Toy,Available,Like New,PROVAIL,Custom/Amazon,1 switch control. Motorized bubble machine blows a high output of bubbles per minute. Lightweight and portable. Bubble solution included! **$20 replacement cost,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/e8fqnR1.jpg
5ec2e108cac0241e5c1d257b,125,Looney Tunes Race Set ,LL-TY1106,https://drive.google.com/open?id=1pCf2clylIrP9FcLZBuMVkxNaLjstFf4z,https://docs.google.com/document/d/1zEwiP6e43A2ERdWBK0gkDGpMtQuP5jYKxB_wxnw91ME/edit?usp=sharing,Toy,Not Yet Adapted,Like New,PROVAIL,Custom/Amazon,"1-4 switch control. Hand control switch allows to slow the speed down by 25%, 50%, 75%. Bugs bunny vs. Daffy Duck race set. This battery powered set comes with plug and play technology that makes the track quick and simple to assemble and disassemble. Contains a figure 8 layout with 3 other layout options. **$40 replacement cost",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/aJ4iimI.jpg
5ec2e108cac0241e5c1d257d,127,Smart Pets Dog ,LL-TY1108,https://drive.google.com/open?id=1l7ugHDXIZ_3OV3CxgOZT3Cc3dQX0rOc3,https://drive.google.com/a/provail.org/file/d/1l7ugHDXIZ_3OV3CxgOZT3Cc3dQX0rOc3/view?usp=sharing,Toy,Available,Like New,PROVAIL,Custom/Amazon,"1 switch control. 8 Functional Movements: Barks, Sits, Whines, Begs, Crawls, Walk Forward, Stand Up, Press Up. **$24 replacement cost",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/ztV8ylM.jpg
5ec2e108cac0241e5c1d2598,155,Remote Control Police Airplane Car ,LL-TY1143,https://drive.google.com/open?id=1M_1H118Uo5OZyYsLEeeBRrdYAzFnoXtx,https://docs.google.com/document/d/14ieqRkJ37Xvbf9tNnYaYaKYJ4xvQBm2euW8lbc3EpIk/edit?usp=sharing,Toy,Available,Like New,PROVAIL,Custom/Amazon,"Sleek wheels make for a lightning fast toy. Comes equipped with honking sounds, music, and flashing lights. Goes forward and reverse left. Comes with removable pilot and tiger. **$20 replacement cost",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/Xq6kiNP.jpg
5ec2e108cac0241e5c1d25bc,195,Xbox One Game Console ,LL-CI1004,https://drive.google.com/open?id=1d2Js3AyHjPcGjiH7qpWoyY_j-xNGCMEf,https://docs.google.com/document/d/1rOz0yFxrgoiEKzTPQiegqpjV9NkEmygUyrXbN5_d-sQ/edit?usp=sharing,Computer Interface,Available,Good,PROVAIL,Microsoft,"This is the 'Xbox One' (original) Gaming Console. It offers the use of wireless Controllers, HDMI cable, watching Blu-ray movies and streaming video and has over 1,300 games including 400 Xbox classics. This system was refurbished and donated by Microsoft. **$250.00 replacement cost.",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/3k9swBF.jpg
5ec2e108cac0241e5c1d2529,36,"Custom 3D Printed 2"" Button Switch 0",LL-SW1072,https://drive.google.com/open?id=1J590JZcepk3Upq9oETARLGM6_fd7p1cy,https://docs.google.com/document/d/1Fo77QR0R5ZSPefSqqSMNH1lTNgI4nJPK_4cerdVYQWY/edit?usp=sharing,Switch,Available,Good,PROVAIL,Custom (PROVAIL),"This is a 3D printer fabricated button-style adaptive switch. The design includes three main components, a circular base unit, a cap (the activation surface), and a ring that fits over the edges of the cap and screws on to the base. The cap is 2 inches in diameter and the entire switch is 3/4 inches tall. It utilizes the industry standard 3.5-mm mono jack attached to a 5-foot cable. A simple press anywhere on the top will provide a switch closure with a solid audible 'click' feedback. **$20 replacement cost.",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/QAPQ83I.jpg
5ec2e108cac0241e5c1d2540,64,Flashing Panda Meteor Storm Spinning Wand  (NOT YET ADAPTED),LL-TY1023,https://drive.google.com/open?id=1KQkBruIXcmcwktIaEdBDx-xmguhx1i76,https://docs.google.com/document/d/1xFJKVaPr3gUYjx9U97-D10-I4YRW3g5Ta_74S1Mw-Iw/edit?usp=sharing,Toy,Not Yet Adapted,Like New,PROVAIL,Custom/Amazon,"Single switch controll. Wrist strap included. Bright enough to illuminate a small dark room. 7.5"" tall by 3"" in diameter (globe). Comes with 3 ""AA"" batteries installed, easily replaceable. **$11.00 replacement cost.",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/5203rND.jpg
5ec2e108cac0241e5c1d2541,66,Simple Handheld Fan ,LL-TY1026,https://drive.google.com/open?id=1yvGh1_zWOtT79Bhy_U0vMCxQxQm35-sr,https://docs.google.com/document/d/1wVLPcdfK09g6febIzfL1KW6ETc6eRwZnEBw6HHMwIpI/edit?usp=sharing,Toy,Available,Like New,PROVAIL,Custom/Pharmacy,"This simple fan is small but powerful. It produces a significant breeze, providing both a cooling and tactile sensation. The soft fan blades make this toy completely safe to handle. **$7.00 replacement cost.",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/UOIjE9u.jpg
5ec2e108cac0241e5c1d254c,78,RC FunTime Cartoon Car ,LL-TY1041,https://drive.google.com/open?id=1QWvaPxvWRVS-iCLlEd73ATs7b8y9azK2,https://docs.google.com/document/d/1RullkF897isNelN7rgIpb9-HctUOSvAuPFHs5XfEwNw/edit?usp=sharing,Toy,Available,Like New,PROVAIL,Custom/Amazon,"1-4 switches (full control with 2 switches). Includes a cartoon radio control race car with music and sound features, flashing headlights, 4 different removable action figures, and a remote control. **$22.60 replacement cost.",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/usqxUTd.jpg
5ec2e108cac0241e5c1d255c,94,"Grumblies 'Scorch' Monster Buddy ",LL-TY1058,https://drive.google.com/open?id=1QfCiIdVgbtyqGIrrTx2y7pGlvdJEr9f1,https://docs.google.com/document/d/1CZNe8ZyOw5e94scZZQsuMNRC1udMrlLw2isvNzlOdkM/edit?usp=sharing,Toy,Checked Out,Like New,Will Welch,Custom/Amazon,"1-3 switches to control.  Poke, shake, tilt and roll them with gross motor movements, or use the modified switch control.
The more you mess with them the angrier they become, try to get them to full meltdown mode!
More than 40 different reactions and custom sounds
Each grumblie has his own personality, sounds & design. **$25.00 replacement cost.",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Will Welch,false,false,https://i.imgur.com/CRILzIX.jpg
5ec2e108cac0241e5c1d2561,99,Handheld Electric Bubble Machine ,LL-TY1065,https://drive.google.com/open?id=1PLfidv3NYsYR8nh8hlRYLwLkUbau_tIf,https://docs.google.com/document/d/1TATOcJiSS4vzYLNi4CFst8tHX_yaCdHhQLE_zBmT5V0/edit?usp=sharing,Toy,Available,Like New,PROVAIL,Custom/Amazon,1 switch control. Easy to mount on a wheelchair. Pour in bubble solution and turn it on when you hold it in your hand. You can easily run this high Output bubble machine with 3 AA batteries (Not Included). Suitable for both indoor and outdoor use. **$22.60 replacement cost.,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/X2jnYPb.jpg
5ec2e108cac0241e5c1d2564,102,RC Cartoon Car Police  (NOT YET ADAPTED),LL-TY1069,https://drive.google.com/open?id=1yh1FXjCwgRPM__K5_OOg2NkFr__5W-I9,https://docs.google.com/document/d/1LkIx7w9KnLA_EXtprLvn9xMBzJaUpUpJGZ9A_hGCwco/edit?usp=sharing,Toy,Not Yet Adapted,Like New,PROVAIL,Custom/Amazon,"1-4 switches (full control with 2 switches). Realistic police siren sounds, flashing headlights, and removable policeman action figure. **$22.60 replacement cost.",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/b90mlQg.jpg
5ec2e108cac0241e5c1d256a,108,MindWare Marble Run Elevator Set ,LL-TY1077,https://drive.google.com/open?id=10XqfyJdBp5OGIrTk5S-tFMjiH6WVm2_w,https://docs.google.com/document/d/1smnwWuCpt6ygz10W6ntkD42f4gxHagGCe0k8MdcQLYg/edit?usp=sharing,Toy,Available ,Like New,PROVAIL,Custom/Amazon,1 switch control. Adapted with battery interrupter. When adding batteries to the toy make sure the copper piece is on the end of one of the batteries. Make sure the toy is set to “on” position.   **$40.00 replacement cost.,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/8leItrm.jpg
5ec2e108cac0241e5c1d2571,115,PawPals Puppy  (NOT YET ADAPTED),LL-TY1092,https://drive.google.com/open?id=1u5SZ5ygO7uZ9IjBu_5Yd5jhQSPSn3NVd,https://docs.google.com/document/d/1pdWlD0q_k5eDzimWfR_jh9zjqmoRZXEHziBHOm9HDfQ/edit?usp=sharing,Toy,Not Yet Adapted,Like New,PROVAIL,Custom/Amazon,"1-2 switches. Adorable Toby walks, yaps and wags its tail like a real puppy.
Cutest furry friend to take for walks or cuddle with.
Leash handle with remote controller.
Puppy's Height: 9 inches. Length: 11 inches.
3 x AA batteries required. **$38.00 replacement cost.",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/sQIwsJh.jpg
5ec2e108cac0241e5c1d257e,128,Spooky Time Halloween Doorbell ,LL-TY1109,https://drive.google.com/open?id=1-X-E1rX1oTx5b0LnG7MnZJF5IHlNt2_4,https://docs.google.com/document/d/1-GMhIjTR2yGsQvEFzLema8-l6xJ6mbQE7_dvGFZOy_o/edit?usp=sharing,Toy,Available,Like New,PROVAIL,Donated (Laigo Family),"1 Switch control. Halloween Decoration for Indoor & Outdoor, Animated Lightup Talking Eyeball Doorbell for Animatronic Halloween Decor, Trick or Treat Event for Kids, Haunted House Halloween Party Prop Decoration. Uses 3 AAA batteries. **$26.00 replacement cost.",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,https://provail.org/,false,false,https://i.imgur.com/qzKjPU2.jpg
